Node Number,X Location (mm),Y Location (mm),Z Location (mm),Total Deformation (mm)
674688,266.96,725.56,1062.1,0.015243
674692,319.29,423.32,-1344.3,0.016811
674693,314.22,408.45,-1337,0.016303
674694,315.86,419.74,-1337.3,0.016579
674695,321.77,414.58,-1352.9,0.01678
674701,203.02,-70.592,-1115.4,0.0032047
674702,209.52,-66.065,-1134,0.0033116
674703,204.78,-80.337,-1119.8,0.0030368
674704,208.78,-81.401,-1131,0.0030295
674705,211.27,-73.819,-1138.4,0.0031753
674708,218.41,1121.4,298.7,0.0012446
674709,215.32,1107.5,317.06,0.0010291
674710,221.63,1125.7,316.14,0.0012137
674711,221.56,1128.5,305.3,0.0012983
674712,218.8,1116.8,319.22,0.0011076
674714,271.63,876.43,-957.13,0.013899
674715,277.29,893.87,-959.73,0.014097
674716,276.33,885.93,-963.93,0.014156
674718,426.21,1085.9,-1218.7,0.024343
674719,421.59,1081.8,-1210.3,0.023971
674720,427.42,1078.8,-1228.2,0.024625
674721,424.07,1068.1,-1228.9,0.024522
674726,363.75,441.41,-1440,0.019477
674727,365.5,427.59,-1448,0.019295
674728,369.43,431.34,-1455.5,0.01958
674729,363.24,432.61,-1441.5,0.019277
674730,370.93,441.22,-1455.8,0.019859
674732,116.68,488.37,-680.63,0.0068511
674733,113.91,478.46,-674.73,0.0067471
674734,115.98,495.99,-671.8,0.0067875
674735,111.52,486.95,-657.16,0.0065986
674736,113.84,495.81,-661.72,0.0066789
674740,163.46,-607.63,793.19,0.00041036
674741,168.28,-627.69,796.83,0.00049587
674742,161.64,-612.24,782.28,0.00039431
674743,166.09,-629.89,786.31,0.0004615
674744,168.29,-619.34,803.36,0.00049415
674745,166.09,-611.66,800.56,0.00045232
674749,285.65,-603.5,1187,0.0070008
674750,283.98,-622.88,1172.4,0.0069522
674751,280.93,-613.38,1169.2,0.0066909
674752,281.49,-603.25,1175.9,0.0066934
674753,288.59,-615.69,1188.6,0.0072745
674757,229.12,1176,-177.71,0.0025844
674758,226.75,1166.4,-197.56,0.0023431
674759,222.81,1158.1,-182.7,0.0022359
674760,225.53,1166.4,-177.49,0.0023992
674761,223.86,1159.4,-192.82,0.0022294
674765,264.13,1079.8,686.06,0.0064389
674766,267.55,1083.6,695.8,0.0066573
674767,266.17,1075,702.84,0.006903
674768,261.11,1072.8,683.11,0.0064191
674773,299.19,1298.1,417.13,0.0034532
674774,299.78,1290.7,443.48,0.0029297
674775,296.15,1284.3,436.22,0.0028846
674776,302.84,1304.7,423.95,0.0035232
674777,303.15,1301.1,437.34,0.003251
674781,48.265,-364.79,367.27,0.0027182
674782,46.157,-366.07,347.26,0.0028075
674783,46.826,-358.04,361.45,0.0027463
674784,48.748,-374.04,362.11,0.0027413
674785,45.97,-358.98,352.91,0.0027825
674788,455.06,-345.79,1651.6,0.011286
674789,446.06,-329.05,1637.7,0.010287
674790,449.44,-342.86,1641.4,0.010935
674791,446.35,-337.12,1636.6,0.010594
674792,452.26,-325.23,1650.4,0.010407
674793,449.03,-324.33,1644.4,0.010238
674794,415.61,-1173.5,1104.6,0.010333
674795,407.79,-1156.5,1100,0.010112
674796,405.67,-1159.1,1091.2,0.0097455
674797,412.41,-1162.9,1106.6,0.010402
674798,413.39,-1174.8,1096.8,0.0099996
674801,388.92,-1126.3,1076.8,0.009104
674802,395.56,-1143.6,1078,0.0091831
674803,393.04,-1134,1080.8,0.00928
674804,393.01,-1145,1069,0.0088166
674805,387.36,-1135.9,1062,0.0085244
674808,43.112,-0.88881,-485.07,0.0033836
674809,45.839,17.042,-502.29,0.0034862
674810,44.895,-1.7566,-496.59,0.0033867
674811,46.095,6.3648,-504.15,0.0034336
674816,311.23,-531.21,-1285.7,0.0082288
674817,310.68,-540.27,-1280.6,0.0082966
674818,319.13,-551.62,-1296.6,0.0090106
674819,314.6,-550.43,-1286,0.0086813
674822,112.94,65.289,820.84,0.0045642
674823,115.89,53.467,832.97,0.0044515
674824,118.06,60.774,840.7,0.00457
674825,113.25,55.989,822.72,0.004453
674826,117.37,70.637,837.31,0.0046869
674829,446.41,20.894,-1670.9,0.007535
674830,443.05,5.783,-1664.7,0.0068362
674831,446.97,11.506,-1672.1,0.007128
674832,441.9,22.842,-1662.4,0.0075656
674833,439.03,9.4908,-1657,0.0069517
674837,339.51,1443.2,178.34,0.010622
674838,343.28,1448.8,198.64,0.010671
674839,347.22,1459.2,185.38,0.011182
674840,346.62,1456.7,194.39,0.011009
674841,343.93,1452.7,179.97,0.010974
674844,421.85,-1604.2,-251.42,0.025208
674845,417.01,-1595.6,-245.46,0.024919
674846,413.97,-1586.3,-265.41,0.024425
674847,422.24,-1603.3,-261.88,0.0251
674848,419,-1596.1,-266.75,0.024787
674852,157.31,-915.95,-347,0.0065027
674853,161.89,-934.67,-338.78,0.0068393
674854,160.91,-925.57,-354.25,0.006561
674855,159.22,-926.53,-336.15,0.0067515
674856,157.13,-918.14,-339.47,0.0066056
674859,364.26,59.996,1506,0.0080266
674860,372.11,60.58,1522.4,0.0081643
674861,365.67,69.197,1508.6,0.0083839
674862,368.53,54.54,1515.2,0.0078875
674863,369.47,73.239,1516.3,0.0085947
674865,75.306,661.42,-43.938,0.0015676
674866,77.46,671.86,-40.808,0.0014702
674867,78.051,675.15,-31.318,0.0014258
674868,76.58,668.51,-24.215,0.0014745
674872,87.294,-529.45,484.86,0.0021781
674873,87.562,-541.81,472.82,0.0023003
674874,90.004,-549.36,480.41,0.0022682
674875,90.795,-545.78,489.63,0.0021885
674876,86.585,-533.41,475.81,0.0022552
674879,278.08,-1297.5,-203.83,0.015256
674880,270.65,-1279.9,-199.9,0.014772
674881,274.64,-1290,-198.04,0.015073
674882,270.85,-1278.8,-209.42,0.014686
674883,274.25,-1286.2,-215.39,0.014861
674887,420.35,-1211.1,1077.3,0.0091482
674888,429.01,-1213.3,1100,0.010149
674889,424.64,-1220.5,1079.3,0.0092244
674890,420.37,-1203.4,1085.9,0.0095313
674891,424,-1205.1,1094.6,0.0099118
674894,221.26,837.79,814.21,0.010179
674895,223.07,847.48,811.2,0.010139
674896,226.89,855.03,818.22,0.010314
674897,228.68,852.51,827.71,0.010521
674900,342.73,-1461,25.33,0.020936
674901,334.95,-1444.1,14.37,0.020376
674902,336.1,-1446.5,25.219,0.02045
674903,342.56,-1460.8,12.963,0.020934
674904,339.37,-1453.6,27.948,0.020686
674907,461.44,-1683.2,-233.5,0.02841
674908,450.48,-1663.1,-229.07,0.027623
674909,455.67,-1673.4,-225.49,0.028056
674910,450.54,-1661.4,-241.85,0.027485
674914,474.72,1313.3,-1116.8,0.021339
674915,476.58,1321.8,-1112.1,0.021096
674916,478.61,1315.7,-1125,0.021748
674917,480.14,1327.3,-1115.7,0.02127
674919,138.06,-854.67,-326.81,0.0059225
674920,133.58,-834.14,-336.34,0.0056165
674921,135.67,-847.34,-322.77,0.0058726
674922,133.45,-837.29,-327.1,0.0057273
674925,429.63,-1246.3,1064.4,0.0085101
674926,425.86,-1252,1046.3,0.0077007
674927,425.29,-1236.8,1062.5,0.0084511
674928,422.04,-1236.1,1053.6,0.0080641
674929,422.83,-1243.2,1047.6,0.0077866
674932,452.35,1657.3,288.99,0.018373
674933,446.82,1649.3,273.71,0.018262
674934,448.97,1651.7,283.82,0.018204
674935,455.7,1666,275.17,0.019021
674936,451.78,1659.5,269.29,0.018814
674938,51.609,161.41,-512.95,0.0041924
674939,49.703,167.81,-498.92,0.0041632
674940,48.408,159.42,-493.41,0.0041093
674941,50.86,166.5,-506.65,0.0041884
674942,48.746,149.43,-498.68,0.0040906
674946,213.07,279.46,-1111.2,0.0097904
674947,216.16,282.16,-1119.3,0.0099372
674948,218.4,287.49,-1124.3,0.010093
674949,212.92,295.34,-1106.7,0.0099967
674950,211.82,285.44,-1106.1,0.0098264
674953,132.34,354.06,822,0.0074704
674954,127.67,341.32,809.27,0.0072415
674955,133.16,345,828.98,0.0074629
674956,131.1,335.8,824.87,0.0073443
674957,128.64,335.34,815.53,0.0072514
674961,435.11,862.83,1405.8,0.027635
674962,434.26,870.62,1399.1,0.02755
674963,429.08,869.78,1387.8,0.027162
674964,427.16,854.84,1392.7,0.027059
674965,426.32,862.55,1386,0.026976
674969,218.11,497.56,1047.5,0.012043
674970,224.98,510.5,1062,0.012492
674971,224.92,519.72,1057.3,0.012525
674972,221.96,500.38,1057.8,0.012274
674973,216.17,502.69,1039.2,0.011955
674977,316.48,-761.31,-1178.6,0.0095661
674978,311.59,-758.12,-1167.4,0.0091334
674979,316.48,-752.47,-1184.2,0.009616
674980,309.67,-742.26,-1172.4,0.0090463
674981,312.28,-742.99,-1179,0.0092801
674983,446.07,1496.2,-742.87,0.0035479
674984,454.37,1517.8,-734.29,0.0037092
674985,445.01,1498.3,-733.92,0.0035131
674986,449.11,1508.1,-731.56,0.0036013
674990,94.781,-590.69,462.57,0.0025715
674991,98.86,-608.3,467.67,0.0026182
674992,100.38,-606.91,479.66,0.0025036
674993,96.242,-600.12,460.45,0.0026382
674996,218.42,1147.7,171.97,0.0020854
674997,215.04,1139.3,165.41,0.0019616
674998,221.41,1156.6,167.22,0.0022511
674999,221.51,1158.5,155.97,0.0023131
675000,218.18,1150.2,149.17,0.0021803
675002,162.83,374.85,-924.03,0.0087677
675003,168.04,380.95,-939.28,0.009021
675004,165.64,382.52,-930.5,0.0089281
675005,164.36,368.49,-931.81,0.0087939
675008,83.416,-120.85,690.09,0.0024583
675009,85.217,-143.48,694.02,0.0022763
675010,85.637,-123.62,699.73,0.0024245
675011,83.021,-140.19,684.59,0.0023148
675012,81.993,-128.6,682.11,0.0024076
675016,275.93,-1178,-569.06,0.0077287
675017,279.13,-1191.8,-558.05,0.0082295
675018,275.77,-1186.6,-549.88,0.0082799
675019,278.62,-1186.2,-566.98,0.0079385
675020,272.35,-1171,-563.42,0.0076985
675023,417.33,-919.83,-1327.4,0.018153
675024,409.84,-922.24,-1307.7,0.017298
675025,412.85,-910.74,-1323,0.0178
675026,418.15,-929.91,-1322.3,0.018083
675027,413.95,-927.85,-1313.7,0.017656
675031,238.96,-185.45,1201.1,0.0013066
675032,243.85,-176.21,1215.3,0.0014054
675033,241.79,-183.85,1208.8,0.0013243
675034,241.15,-165.58,1209.8,0.0015402
675035,236.96,-165.97,1198.7,0.001542
675037,343.9,-651.48,1310.7,0.011832
675038,334.98,-643.53,1293,0.01106
675039,336.81,-634.98,1301.7,0.011141
675040,337.94,-652.66,1295.6,0.011361
675041,341.13,-653.26,1303.1,0.011622
675042,343.59,-644.85,1313.3,0.011757
675044,129.68,569.69,-677.95,0.0071172
675045,132.18,579.35,-681.44,0.0071919
675046,132.11,586.75,-674.73,0.0071297
675047,129.57,584.46,-664.72,0.0069965
675048,127.53,578.3,-660.36,0.0069246
675052,443.69,1361.9,959.48,0.01335
675053,442.68,1367,948.82,0.012789
675054,435.4,1354.3,942.58,0.012643
675055,438.71,1363.1,941.1,0.012473
675056,435.7,1350.4,949.16,0.01299
675057,440.38,1352.6,961.6,0.013548
675061,245.21,1146.8,-449.01,0.0013221
675062,239.88,1137.8,-433.89,0.0012405
675063,239.19,1131,-446.59,0.0013783
675064,242.3,1138.3,-450.04,0.0013704
675065,237.86,1130.8,-437.44,0.0012952
675069,218.33,1133.1,249.52,0.0016119
675070,218.26,1127,274.92,0.0014211
675071,215.15,1119.8,268.45,0.001355
675072,221.46,1137.4,268.88,0.0015916
675073,221.44,1140.4,255.99,0.0016914
675077,320.45,969.92,-1026.2,0.016519
675078,323.59,970.66,-1035.2,0.016807
675079,323.21,961.97,-1042.1,0.016973
675080,319.89,953.18,-1040,0.016854
675088,329.51,1280.8,640.96,0.0030661
675089,332.47,1275.6,665.54,0.0037273
675090,328.57,1269.9,657.73,0.0036051
675091,327.78,1273,647.94,0.0033265
675092,333.44,1287.4,647.18,0.0031278
675093,336.5,1291.5,653.85,0.0032323
675094,271.6,830.52,-997.12,0.014619
675095,275.14,833.97,-1005.5,0.014883
675096,277.36,842.77,-1005.1,0.014953
675097,276.66,847.6,-998.85,0.014819
675102,248.41,-568.75,1101.6,0.0042708
675103,243.51,-573.17,1085.1,0.0039532
675104,246.11,-559.62,1099.6,0.004094
675105,243.08,-559.05,1091.2,0.0038957
675109,45.487,-474.93,-157.46,0.0038733
675110,46.479,-475.42,-174.97,0.0038262
675111,44.022,-462.11,-165.89,0.0037931
675112,45.1,-466.8,-173.19,0.0037927
675113,44.328,-466.47,-159.42,0.0038304
675118,66.807,191.62,590.59,0.0046731
675119,65.765,174.62,590.27,0.0045762
675120,67.481,171.92,600.2,0.0046048
675121,65.729,183.38,587.42,0.0046126
675124,151.26,309.06,908.54,0.0079125
675125,155.31,301.05,925.22,0.0079968
675126,152.52,290.65,918.98,0.0078188
675127,148.96,289.82,906.86,0.0076895
675133,218.49,1143.9,197.2,0.0019545
675134,218.42,1138.8,223.65,0.0017892
675135,215.04,1130.8,216.39,0.0016923
675136,221.55,1151.2,203.58,0.0020561
675137,221.55,1148.8,216.89,0.0019716
675142,342.78,-736.18,-1262.3,0.012045
675143,335.65,-715.23,-1256.4,0.011414
675144,338.7,-734.56,-1253,0.011682
675145,343.59,-728.47,-1268.8,0.012118
675146,340.1,-720.35,-1264.7,0.011806
675149,446.71,-557.62,1575.9,0.017464
675150,446.65,-546.25,1579.8,0.017148
675151,455.03,-550.5,1595,0.017772
675152,451.79,-544.51,1590.6,0.017409
675155,79.25,111.9,672.23,0.004497
675156,78.662,135.52,665.07,0.004654
675157,77.225,114.97,662.09,0.004484
675158,80.652,132.6,675.07,0.004673
675159,77.025,126.67,658.99,0.0045626
675164,397.42,-1185.8,-1037.2,0.0075008
675165,405.67,-1201.2,-1044.6,0.0077789
675166,403.36,-1201.7,-1037.1,0.007465
675167,398.95,-1194.7,-1031.6,0.0072536
675168,405.71,-1196.2,-1050.5,0.0080339
675173,167.44,-961.74,314.08,0.007453
675174,165.29,-952.51,320.44,0.007263
675175,166.08,-960.81,302.98,0.0075281
675176,162.88,-951.54,298.76,0.0074241
675177,160.52,-941.83,304.35,0.0072411
675179,64.643,104.85,-600.68,0.0041859
675180,66.24,112.63,-607.65,0.0042592
675181,68.206,93.313,-621.04,0.0041713
675182,68.089,110.23,-617.66,0.0042774
675183,68.411,101.71,-620.77,0.0042294
675184,66.739,90.479,-613.93,0.00413
675186,373.22,1427,540.44,0.0047711
675187,375.44,1423.2,563.12,0.0042141
675188,371.45,1418.2,553.16,0.0042726
675189,371.41,1421.2,544.97,0.0045178
675190,376.11,1434,538.98,0.0050023
675192,456.53,-467.29,1624.3,0.015406
675193,447.59,-462.71,1608.1,0.014785
675194,447.02,-474.66,1603.5,0.015113
675197,322.87,1230.4,-703.69,0.0053459
675198,315,1213.3,-698.03,0.0053931
675199,319.1,1224.8,-696.56,0.0052159
675200,316.54,1212.8,-705.75,0.0056122
675201,319.53,1216.5,-712.83,0.0057703
675203,215.05,1101.7,334.28,0.00094946
675204,221.25,1116.7,343.18,0.0010328
675205,218.06,1104.4,353.46,0.00095381
675206,218.53,1111,336.59,0.0010058
675207,220.78,1112.9,350.93,0.00099509
675210,78.666,147.68,-662.5,0.0047334
675211,78.968,135.96,-666.44,0.0046637
675212,81.098,131.02,-677.47,0.0046713
675216,365.41,174.48,1499.5,0.012147
675217,364.87,157.14,1500.3,0.011523
675218,369.73,160.26,1510.2,0.011757
675219,362.86,166.06,1495,0.011785
675222,238.6,975.31,723.56,0.0080086
675223,245.54,988.68,735.72,0.0082496
675224,239.27,983.04,716,0.0077963
675225,242.19,990.23,719.01,0.0078365
675226,244.24,990.84,727.18,0.0080317
675229,306.77,-362.34,-1332.6,0.0052455
675230,305.26,-370.7,-1326.7,0.0053377
675231,300.52,-369.66,-1315.6,0.0051042
675232,299.57,-354.93,-1317.4,0.0047901
675233,298.91,-362.2,-1313.8,0.0048955
675236,294.05,1168.5,679,0.0054154
675237,301.12,1187.8,678.55,0.0051785
675238,297.13,1181.9,670.07,0.0050303
675239,294.95,1174.4,672.94,0.0051916
675240,300.81,1181.7,687.59,0.0054859
675244,36.012,307.43,-309.46,0.0037178
675245,34.941,296.12,-309.52,0.0037013
675246,34.375,305.5,-294.22,0.0036596
675248,36.303,-196.89,-391.61,0.0028158
675249,35.648,-212.11,-378.12,0.0028195
675250,35.226,-200.4,-380.96,0.0028349
675251,36.903,-215.89,-386.42,0.0027895
675255,326.59,1279.3,-629.35,0.0028301
675256,333.87,1290.6,-642.92,0.0029943
675257,329.43,1278.4,-645.29,0.0031963
675258,327.11,1276.8,-637.06,0.003028
675260,329.39,-221.39,1414.7,0.0028955
675261,325.53,-215.8,1406.9,0.0026824
675262,321.76,-221.58,1397.5,0.0027064
675263,325.6,-236.27,1403.8,0.0031257
675264,322.61,-230.65,1398,0.0029187
675267,376.64,-755.03,1334.2,0.015105
675268,375.34,-768.72,1323.2,0.01499
675269,381.89,-770.47,1337.8,0.015599
675270,379.73,-773.91,1330.7,0.015397
675271,374.64,-761.03,1326,0.014927
675273,411.95,-1088.6,1178.5,0.013222
675274,417.15,-1095.6,1186,0.013593
675275,415.81,-1106.4,1172.4,0.013048
675276,418.23,-1102.9,1182.2,0.013461
675278,318.63,1279.7,-587.03,0.002103
675279,314.76,1273.2,-580.19,0.0020513
675280,318.38,1274.8,-596.31,0.0022626
675281,311.8,1259.6,-593.56,0.0023445
675282,315.55,1265.9,-600.2,0.0024022
675286,28.201,-344.3,-149.04,0.003426
675287,28.27,-340.29,-159.37,0.0034127
675288,29.44,-347.13,-167.68,0.00342
675289,29.327,-355.46,-146.76,0.0034519
675295,397.42,-1237.4,-974.98,0.0049063
675296,397.72,-1243.8,-967.8,0.0046259
675297,401.79,-1241.5,-983.94,0.0052194
675298,405.69,-1250.3,-985.36,0.0052364
675299,407.39,-1257.6,-981.57,0.0050649
675302,420.66,-1047.3,1237.9,0.015605
675303,424.65,-1064,1233.9,0.01555
675304,420.62,-1054.9,1231.3,0.015362
675305,424.91,-1050,1246.5,0.016021
675306,428.52,-1065.2,1242.7,0.015968
675310,376.89,-710.16,-1359.2,0.014976
675311,369.1,-686.7,-1353,0.014159
675312,368.67,-696.46,-1347,0.01419
675313,373.15,-687.01,-1362.3,0.0145
675314,372.66,-708.73,-1350,0.014602
675316,204.44,-401.72,1047.3,0.0014795
675317,204.26,-416.99,1040.7,0.0015255
675318,199.75,-401.9,1032.9,0.0013275
675319,205.21,-410.43,1046.2,0.0015374
675320,201.9,-397.38,1041.2,0.0013818
675324,43.527,-252.74,-417.18,0.0026015
675325,43.456,-243.38,-422.19,0.0026023
675326,42.164,-251.88,-407.24,0.0026443
675327,40.767,-242.22,-402.19,0.0026839
675332,301.15,1339.6,277.15,0.0061766
675333,304.76,1346.6,284.73,0.0063147
675334,304.82,1351,263.54,0.0066542
675335,301.02,1341.3,267.21,0.0063204
675336,308.52,1358.1,271.36,0.0068058
675338,164.11,551.59,-835.6,0.0091323
675339,158.6,550.76,-814.97,0.008834
675340,158.75,542.12,-821.33,0.0088621
675341,161.72,542.81,-832.26,0.0090197
675344,132.8,660.63,-606.24,0.0063541
675345,138.75,674.77,-621.58,0.0065709
675346,138.54,668.69,-627.05,0.0066433
675347,136.78,661.07,-626.22,0.0066251
675348,134.49,658.24,-617.57,0.006505
675353,326.17,1006.4,-1008.6,0.01614
675354,322.82,1005.5,-998.91,0.015824
675355,321.56,987.64,-1012.6,0.016185
675356,318.73,995.52,-995.91,0.015687
675357,318.31,986.81,-1003.2,0.015881
675360,425.66,663.94,1490,0.026324
675361,430.67,655.53,1504.3,0.026575
675362,427.17,646.54,1500.8,0.02626
675363,421.96,645.77,1490.1,0.025914
675364,422.08,656.21,1485.8,0.026019
675368,474.07,-792.62,-1529.6,0.024227
675369,466.92,-775.45,-1523.6,0.023412
675370,469.46,-792.54,-1520,0.023811
675371,474.07,-784.26,-1533.9,0.02414
675372,470.16,-775.56,-1530.2,0.023697
675374,118.08,162.63,827.13,0.0057036
675375,119.26,152.95,833.47,0.0056358
675376,115.86,159.23,819.25,0.0056245
675377,116.96,144.33,826.23,0.0055041
675380,295.35,-425.11,-1286,0.0057956
675381,291.26,-427.09,-1275.3,0.0056108
675382,298.5,-435.25,-1290.4,0.0061195
675383,293.73,-444.79,-1275.4,0.0060019
675384,297.99,-445.65,-1285.6,0.0062494
675387,300.13,1282.3,469.78,0.0024109
675388,299.4,1272.1,492.06,0.0019958
675389,303.78,1288.7,476.8,0.002448
675390,304.3,1285.6,488.42,0.0022539
675391,296.73,1267.5,486.59,0.0019762
675392,301.94,1278.6,491.43,0.0021041
675395,287.49,815.33,1058.3,0.016182
675396,283.53,792.24,1064,0.01609
675397,288.6,800.7,1072.7,0.016423
675398,290.56,813.61,1068.8,0.016455
675404,170.65,11.753,1021.7,0.0044809
675405,167.97,5.871,1013.4,0.004353
675406,173.78,5.642,1031.4,0.0044086
675407,173.87,-3.3739,1031.7,0.0042531
675411,307.98,-616.22,-1238.9,0.0087574
675412,310.5,-601.83,-1252.4,0.0088536
675413,310.83,-611.07,-1248.8,0.0089429
675414,307.29,-595.76,-1247.2,0.0085669
675415,304.41,-595.87,-1239.8,0.0083517
675417,452.31,-844.42,1454.9,0.022399
675418,453.2,-828.43,1466,0.022476
675419,447.87,-829.28,1454,0.021958
675420,456.34,-838.45,1467.1,0.022796
675421,449.11,-837.42,1452,0.022084
675424,278.45,-1280,-298.6,0.014111
675425,276.18,-1271,-312.43,0.013747
675426,276.12,-1273.1,-303.05,0.013888
675427,283.62,-1288.6,-315.76,0.014193
675428,282.18,-1287.6,-305.19,0.014265
675433,209.08,-359.74,1076.2,0.0013988
675434,204.31,-339.3,1068.7,0.0011587
675435,207.47,-341.6,1077.4,0.0012489
675436,209.77,-351.33,1081,0.0013674
675437,203.02,-346.76,1062.5,0.0011689
675441,211.67,-379.17,1077.2,0.0015905
675442,214.94,-377.51,1087.3,0.0016846
675443,212.59,-360.92,1086.1,0.001507
675444,214.81,-369.8,1089.6,0.0016315
675448,195.05,-437.73,1003.5,0.0012502
675449,192.88,-448.4,991.87,0.0011767
675450,198.48,-453.19,1007.5,0.0013978
675451,197.48,-444.18,1008.3,0.0013484
675452,193.54,-441.76,996.96,0.001199
675456,276.23,786.05,-1046.7,0.015557
675457,278.81,796.76,-1046.4,0.015661
675458,271.9,782.83,-1035.9,0.015235
675459,277.33,803.79,-1036.5,0.015461
675462,468.67,-981.89,1403.4,0.022821
675463,473.5,-987.95,1410.1,0.023255
675464,475.33,-977.52,1421.4,0.02366
675465,470.42,-969.31,1416.1,0.02325
675466,475.89,-984.66,1417.7,0.023591
675469,456.84,1679.8,-192.06,0.020947
675470,451.95,1671.2,-186.45,0.02059
675471,447.56,1662.1,-193.12,0.020055
675472,454.38,1673.5,-206.4,0.020439
675473,448.78,1663.4,-201.87,0.020004
675476,332.28,1435.9,-84.337,0.010856
675477,329,1429.6,-64.226,0.010679
675478,324.74,1419.4,-79.576,0.010227
675479,325.26,1421.1,-68.371,0.010333
675480,328.35,1427,-86.033,0.010503
675481,148.39,944.83,100.47,0.00018793
675482,143.91,928.54,110.46,0.00021372
675483,149.01,945.07,116.52,0.00024553
675484,145.26,933.99,102.85,0.00018464
675485,149.52,947.75,108.41,0.0002218
675489,334.75,-1299,630.07,0.0090555
675490,338.82,-1312.9,621.73,0.0095991
675491,331.64,-1298.1,616.09,0.0093719
675492,337.8,-1307.1,628.76,0.009283
675493,332.59,-1297.3,622.65,0.0091955
675497,374.52,-1427.7,-546.29,0.014676
675498,378.06,-1432.2,-554.9,0.014633
675499,376.99,-1425.9,-564.78,0.014202
675500,373,-1417.2,-564.54,0.013925
675502,233.98,-126.24,1195.6,0.0021993
675503,233.04,-136.54,1192,0.0020182
675504,239.52,-145.71,1208.1,0.0018443
675505,235.34,-146.26,1197,0.0018462
675507,238.75,-385.91,-1151.9,0.0026215
675508,246.18,-388.29,-1171.4,0.0029507
675509,244.67,-397.7,-1164.1,0.002981
675510,240.61,-395.1,-1153.9,0.0027826
675511,239.85,-379.74,-1156.9,0.0026069
675513,438.1,-1024.3,1300.2,0.018304
675514,446.88,-1032,1315.5,0.019124
675515,442.47,-1032.4,1304.5,0.018598
675516,447.59,-1024.4,1323.1,0.019408
675517,442.82,-1015.7,1318.3,0.019075
675521,152.16,-930.09,-248.28,0.0074506
675522,150.77,-928.31,-236.91,0.0074893
675523,155.12,-939.68,-249.89,0.0075769
675524,154.29,-942.73,-226.81,0.0077475
675525,156.9,-947.69,-242.15,0.0077368
675526,152.01,-934.27,-229.91,0.0076108
675527,367.94,547.58,1412.5,0.02142
675528,359.71,551.83,1392.2,0.020977
675529,360.73,543.15,1397.9,0.020931
675530,364.22,542.1,1406.2,0.021126
675533,343.9,-697.76,-1286.7,0.012087
675534,336.04,-702.68,-1264.5,0.01143
675535,343.83,-706.8,-1281.6,0.012108
675536,339.62,-692.37,-1279,0.011706
675537,340.5,-707.71,-1272.8,0.011823
675540,72.05,-241.06,600.55,0.0018525
675541,73.479,-221.87,615.3,0.0019126
675542,74.131,-241.13,611.41,0.0018013
675543,71.422,-220.26,605.2,0.0019611
675544,70.744,-230.1,597.95,0.0019295
675547,245.35,-282.41,1199.1,0.0017246
675548,243.38,-294.78,1190.9,0.0018119
675549,249.84,-287.33,1209.8,0.0019089
675550,243.77,-287.52,1193.7,0.00174
675551,249.83,-299.95,1206.7,0.0020663
675554,413.79,939.01,1305.3,0.025516
675555,421.11,960.12,1307.8,0.025925
675556,416.64,957.04,1299.2,0.025577
675557,412.77,945.85,1297.9,0.025362
675558,422.16,952.44,1315.9,0.026091
675563,473.92,-610.98,-1610.5,0.020628
675564,473.56,-621.2,-1605.9,0.020881
675565,478.13,-630.39,-1611.3,0.021427
675566,478.76,-612.35,-1619.5,0.020977
675570,106.37,-145.96,-784.26,0.0021437
675571,110.97,-142.11,-803.35,0.0021575
675572,107.76,-157.98,-787.56,0.002021
675573,108.25,-138.84,-793.09,0.0022042
675574,112.27,-151.35,-806.76,0.0020579
675580,120,-850.02,15.518,0.0070911
675581,123.73,-863.59,25.654,0.0072558
675582,124.73,-867.6,6.0693,0.0073114
675583,121.48,-855.33,23.771,0.007154
675587,192.23,-629.37,885.8,0.001151
675588,190.8,-612.25,892.66,0.0010867
675589,192.99,-622.41,893.42,0.0011783
675590,186.96,-615.87,876.37,0.00095365
675591,187.84,-608.9,884.41,0.00097587
675596,392.07,911.64,-1271.6,0.02394
675597,395.16,907.98,-1281.8,0.024234
675598,400.95,922.64,-1285.7,0.024586
675599,395.45,923.76,-1271.2,0.024109
675600,398.56,914.17,-1285.9,0.024464
675604,127.48,199.12,854.73,0.0062616
675605,130.78,186.91,869.59,0.006226
675606,130.33,197.95,865.51,0.0063222
675607,128.77,178.17,864.07,0.0060917
675610,313.36,-806.33,-1139.6,0.0089254
675611,316.31,-823.45,-1135.5,0.0090283
675612,309.47,-803.65,-1130.6,0.0085836
675613,316.37,-815.31,-1141.6,0.009121
675618,415.05,513,-1526.6,0.023681
675619,417.24,502.37,-1534.7,0.023625
675620,411.42,513.02,-1519,0.023462
675621,409.13,491.52,-1521.4,0.022942
675622,414.26,492.03,-1531.8,0.023257
675627,301.66,-583.68,1238.5,0.0080592
675628,299.41,-595.39,1227.1,0.0079745
675629,295.2,-576.46,1225.3,0.007535
675630,301.16,-591.36,1233.6,0.0080779
675631,294.72,-583.93,1220.5,0.0075529
675632,298.95,-575.54,1235.4,0.0077992
675635,163.09,482.43,873.65,0.009124
675636,160.23,478.41,865.44,0.0089781
675637,160.07,461.78,873.86,0.0089561
675638,164.65,476.24,882.67,0.0091976
675639,158.86,467.87,866.17,0.008903
675642,196.1,-503.34,975.67,0.0012742
675643,189.52,-498,956.85,0.00099206
675644,195.51,-510.49,970.05,0.001237
